Time [s],MOSI,MISO,CLOCK,Reset,Channel 4,Channel 5,Channel 6,Channel 7
3.367320148,0,1,0,1,1,1,1,1
3.384217813,1,1,0,1,1,1,1,1
3.384218812,1,1,0,0,1,1,1,1
3.384236313,1,1,1,0,1,1,1,1
3.384254813,1,1,0,0,1,1,1,1
3.384255313,1,1,0,1,1,1,1,1
3.384351313,0,1,0,1,1,1,1,1
3.384352312,0,1,0,0,1,1,1,1
3.384361812,0,1,1,0,1,1,1,1
3.384371312,0,1,0,0,1,1,1,1
3.384371812,0,1,0,1,1,1,1,1
3.384382313,0,1,0,0,1,1,1,1
3.384391813,0,1,1,0,1,1,1,1
3.384401313,0,1,0,0,1,1,1,1
3.384401813,0,1,0,1,1,1,1,1
3.528972688,0,1,1,1,1,1,1,1
3.528974687,0,1,0,1,1,1,1,1
3.528984687,0,1,1,1,1,1,1,1
3.528986688,0,1,0,1,1,1,1,1
3.528996687,0,1,1,1,1,1,1,1
3.528998688,0,1,0,1,1,1,1,1
3.529008688,0,1,1,1,1,1,1,1
3.529010688,0,1,0,1,1,1,1,1
3.529020688,0,1,1,1,1,1,1,1
3.529022687,0,1,0,1,1,1,1,1
3.529024188,0,1,0,0,1,1,1,1
3.529032687,0,1,1,0,1,1,1,1
3.529034687,0,1,0,0,1,1,1,1
3.529036188,0,1,0,1,1,1,1,1
3.529044687,0,1,1,1,1,1,1,1
3.529046688,0,1,0,1,1,1,1,1
3.529056687,0,1,1,1,1,1,1,1
3.529058688,0,1,0,1,1,1,1,1
3.529060187,0,1,0,0,1,1,1,1
3.529068688,0,1,1,0,1,1,1,1
3.529070687,0,1,0,0,1,1,1,1
3.529080688,0,1,1,0,1,1,1,1
3.529082687,0,1,0,0,1,1,1,1
3.529092687,0,1,1,0,1,1,1,1
3.529094688,0,1,0,0,1,1,1,1
3.529097688,1,1,0,0,1,1,1,1
3.529104687,1,1,1,0,1,1,1,1
3.529106688,1,1,0,0,1,1,1,1
3.529116688,1,1,1,0,1,1,1,1
3.529118688,1,1,0,0,1,1,1,1
3.529128688,1,1,1,0,1,1,1,1
3.529130687,1,1,0,0,1,1,1,1
3.529140687,1,1,1,0,1,1,1,1
3.529142687,1,1,0,0,1,1,1,1
3.529152687,1,1,1,0,1,1,1,1
3.529154688,1,1,0,0,1,1,1,1
3.529164687,1,1,1,0,1,1,1,1
3.529166688,1,1,0,0,1,1,1,1
3.529168187,1,1,0,1,1,1,1,1
3.529176688,1,1,1,1,1,1,1,1
3.529178687,1,1,0,1,1,1,1,1
3.529181687,0,1,0,1,1,1,1,1
3.529188688,0,1,1,1,1,1,1,1
3.529190687,0,1,0,1,1,1,1,1
3.529200687,0,1,1,1,1,1,1,1
3.529202688,0,1,0,1,1,1,1,1
3.529204187,0,1,0,0,1,1,1,1
3.529212687,0,1,1,0,1,1,1,1
3.529214688,0,1,0,0,1,1,1,1
3.529224688,0,1,1,0,1,1,1,1
3.529226688,0,1,0,0,1,1,1,1
3.529236688,0,1,1,0,1,1,1,1
3.529238687,0,1,0,0,1,1,1,1
3.529248687,0,1,1,0,1,1,1,1
3.529250687,0,1,0,0,1,1,1,1
3.529260687,0,1,1,0,1,1,1,1
3.529262688,0,1,0,0,1,1,1,1
3.529272687,0,1,1,0,1,1,1,1
3.529274688,0,1,0,0,1,1,1,1
3.529284688,0,1,1,0,1,1,1,1
3.529286687,0,1,0,0,1,1,1,1
3.529296688,0,1,1,0,1,1,1,1
3.529298687,0,1,0,0,1,1,1,1
